TKT-2024-00018,API Gateway Throttling,Rate limiting triggered on API gateway,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00019,Storage Provisioning Request,New storage tier required for analytics,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00020,HA Cluster Drift,Configuration drift detected between primary and secondary,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00021,CRM API Crash,Customer portal API returning 500 errors,Application,In Progress,P1,Application Support Team
TKT-2024-00022,Payment Gateway Timeout,Payment processing timeouts on checkout flow,Application,Resolved,P1,Application Support Team
TKT-2024-00023,Email Server Queue Full,Marketing automation email queue backing up,Application,Resolved,P1,Application Support Team
TKT-2024-00024,Search Index Corruption,Product search returning incorrect results,Application,Resolved,P1,Application Support Team
TKT-2024-00025,Load Balancer Health Check,Health checks failing for backend microservices,Application,Resolved,P2,Application Support Team
TKT-2024-00026,Database Connection Failure,High load causing DB connection timeouts,Application,Resolved,P2,Application Support Team
TKT-2024-00027,CDN Cache Miss,High latency due to cache miss on static assets,Application,Resolved,P2,Application Support Team
TKT-2024-00028,Session Timeout Issue,Users losing session on mobile app,Application,Resolved,P2,Application Support Team
TKT-2024-00029,Report Generation Delay,Monthly report generation taking >1 hour,Application,Resolved,P2,Application Support Team
TKT-2024-00030,Webhook Delivery Failure,Third party webhook not firing reliably,Application,Resolved,P3,Application Support Team
TKT-2024-00031,Feature Flag Rollout,Feature flag deployment causing UI glitches,Application,Resolved,P3,Application Support Team
TKT-2024-00032,Log Aggregation Lag,Log collection pipeline lagging on high volume,Application,Resolved,P3,Application Support Team
TKT-2024-00033,Authentication Service Latency,Auth service response time exceeding SLA,Application,Resolved,P3,Application Support Team
TKT-2024-00034,Notification Service Down,Push notifications failing to send,Application,Resolved,P3,Application Support Team
TKT-2024-00035,API Rate Limit Hit,Internal API rate limit hit on staging,Application,Resolved,P3,Application Support Team
TKT-2024-00036,Data Pipeline Failure,ETL job failing due to schema mismatch,Application,Resolved,P4,Application Support Team
TKT-2024-00037,Cache Invalidation,Cache invalidation failing for user profile,Application,Resolved,P4,Application Support Team
TKT-2024-00038,Queue Worker Hang,Background worker process hanging indefinitely,Application,Resolved,P4,Application Support Team
TKT-2024-00039,Deployment Rollback,Failed deployment requires manual rollback,Application,Resolved,P4,Application Support Team
TKT-2024-00040,Service Discovery Update,Service mesh discovery update required,Application,Resolved,P4,Application Support Team
TKT-2024-00041,Phishing Email Reported,User reported suspicious email from HR,Security,Resolved,P1,Security Operations Center (SOC)
TKT-2024-00042,MFA Failure,Corporate users unable to MFA login,Security,Resolved,P1,Security Operations Center (SOC)
TKT-2024-00043,Security Alert False Positive,High severity alert generated by IDS,Security,Resolved,P1,Security Operations Center (SOC)
TKT-2024-00044,Endpoint Compromise,Infected workstation detected in finance,Security,Resolved,P1,Security Operations Center (SOC)
TKT-2024-00045,DDoS Attack Mitigation,External DDoS traffic detected on ingress,Security,Resolved,P1,Security Operations Center (SOC)
TKT-2024-00046,Email Filter Bypass,Spam filter bypassed malicious attachment,Security,Resolved,P2,Security Operations Center (SOC)
TKT-2024-00047,Firewall Log Analysis,Investigation into recent firewall rules,Security,Resolved,P2,Security Operations Center (SOC)
TKT-2024-00048,Identity Provider Sync,LDAP sync failing for new employees,Security,Resolved,P2,Security Operations Center (SOC)
TKT-2024-00049,SSL Man-in-Middle,Suspicious certificate detected in traffic,Security,Resolved,P2,Security Operations Center (SOC)
TKT-2024-00050,Security Patch Deployment,Critical patch rollout for all endpoints,Security,Resolved,P2,Security Operations Center (SOC)
TKT-2024-00051,Network Latency Increase,Global latency spike on internal links,Network,Resolved,P1,Network Operations Center (NOC)
TKT-2024-00052,BGP Route Flap,Border Gateway Protocol instability detected,Network,Resolved,P1,Network Operations Center (NOC)
TKT-2024-00053,VPN Drop,Remote access connection dropping frequently,Network,Resolved,P1,Network Operations Center (NOC)
TKT-2024-00054,Router Failure,Core router hardware failure,Network,Resolved,P1,Network Operations Center (NOC)
TKT-2024-00055,Switch Port Saturation,Port 12 on switch 3 reaching 100%,Network,Resolved,P2,Network Operations Center (NOC)
TKT-2024-00056,Firewall Rule Conflict,Conflicting rules causing traffic loss,Network,Resolved,P2,Network Operations Center (NOC)
TKT-2024-00057,IP Address Exhaustion,Subnet running out of available addresses,Network,Resolved,P2,Network Operations Center (NOC)
TKT-2024-00058,Load Balancer Health,Load balancer health check failures,Network,Resolved,P2,Network Operations Center (NOC)
TKT-2024-00059,Network Monitoring Gap,Alerts not firing for specific segment,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00060,Wireless Interference,Wi-Fi signal interference in office floor,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00061,Latency on WAN,High latency on WAN link to HQ,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00062,DNS Propagation,External DNS not updating after change,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00063,Network Policy Violation,Policy violation detected in traffic flow,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00064,Firewall Log Review,Review of recent firewall blocked traffic,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00065,Redundancy Failure,Secondary path failing in active-active,Network,Resolved,P3,Network Operations Center (NOC)
TKT-2024-00066,Network Upgrade Required,Need for new fiber to office,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00067,Switch Firmware Update,Firmware update required for aging switches,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00068,Cable Replacement,Cable replacement needed for broken link,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00069,Network Optimization,Optimization of routing table,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00070,Port Configuration,Port configuration update required,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00071,LDAP Sync Failure,Directory sync failing for new users,Access Management,In Progress,P1,Identity & Access Management (IAM)
TKT-2024-00072,SSO Token Expired,SSO token expired causing login failure,Access Management,Resolved,P1,Identity & Access Management (IAM)
TKT-2024-00073,Group Membership Error,User unable to access group resources,Access Management,Resolved,P1,Identity & Access Management (IAM)
TKT-2024-00074,Password Policy Violation,Users unable to set complex passwords,Access Management,Resolved,P1,Identity & Access Management (IAM)
TKT-2024-00075,Role Based Access,Role assignment failing for admin,Access Management,Resolved,P2,Identity & Access Management (IAM)
TKT-2024-00076,Permission Denied,User denied access to critical folder,Access Management,Resolved,P2,Identity & Access Management (IAM)
TKT-2024-00077,Account Lockout,Account locked due to failed attempts,Access Management,Resolved,P2,Identity & Access Management (IAM)
TKT-2024-00078,Device Onboarding,New device onboarding failing,Access Management,Resolved,P2,Identity & Access Management (IAM)
TKT-2024-00079,License Compliance,License compliance check required,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00080,Multi-Factor Auth,Enabling MFA for remote users,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00081,Access Review,Quarterly access review scheduled,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00082,Token Refresh,Token refresh failing for service account,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00083,Privilege Escalation,Privilege escalation request for developer,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00084,Session Termination,Session termination requested for user,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00085,Identity Provider,Configuring new identity provider,Access Management,Resolved,P3,Identity & Access Management (IAM)
TKT-2024-00086,Access Control Policy,Update access control policy,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00087,Password Reset,Password reset requested for user,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00088,Group Migration,Group migration from legacy to new system,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00089,Service Account,Service account creation required,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00090,Access Audit,Access audit log review requested,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00091,Query Performance Slow,Slow query performance on OLTP database,Database,Resolved,P1,Database Administration (DBA)
TKT-2024-00092,Replication Lag,Replication lag detected between primary and replica,Database,Resolved,P1,Database Administration (DBA)
TKT-2024-00093,Index Bloat,Index bloat detected on large table,Database,Resolved,P1,Database Administration (DBA)
TKT-2024-00094,Connection Pool Exhaustion,Connection pool exhaustion causing timeouts,Database,Resolved,P1,Database Administration (DBA)
TKT-2024-00095,Deadlock Detected,Deadlock detected in transaction log,Database,Resolved,P1,Database Administration (DBA)
TKT-2024-00096,Backup Restoration,Backup restoration failing on test env,Database,Resolved,P2,Database Administration (DBA)
TKT-2024-00097,Schema Migration,Schema migration for new feature required,Database,Resolved,P2,Database Administration (DBA)
TKT-2024-00098,Data Integrity Check,Data integrity check failing on critical table,Database,Resolved,P2,Database Administration (DBA)
TKT-2024-00099,Storage Provisioning,Storage provisioned for new schema,Database,Resolved,P2,Database Administration (DBA)
TKT-2024-00100,Query Optimization,Query optimization needed for reporting,Database,Resolved,P2,Database Administration (DBA)
TKT-2024-00101,Connection Failover,Connection failover test required,Database,Resolved,P3,Database Administration (DBA)
TKT-2024-00102,Transaction Timeout,Transaction timeout on long running job,Database,Resolved,P3,Database Administration (DBA)
TKT-2024-00103,Lock Wait Time,High lock wait time on critical resource,Database,Resolved,P3,Database Administration (DBA)
TKT-2024-00104,Table Partitioning,Table partitioning strategy review,Database,Resolved,P3,Database Administration (DBA)
TKT-2024-00105,Archive Policy,Archive policy update for compliance,Database,Resolved,P3,Database Administration (DBA)
TKT-2024-00106,Performance Tuning,Performance tuning for OLAP workload,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00107,Backup Verification,Backup verification job failed,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00108,Log Rotation,Log rotation failing on high volume,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00109,Query Cache,Query cache performance review,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00110,Data Migration,Data migration from legacy system,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00111,VM Cluster Scaling,VM cluster scaling for compute,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00112,Network Switch,Network switch replacement,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00113,Storage Array,Storage array upgrade,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00114,Certificate,Certificate renewal process,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00115,Backup Job,Backup job scheduling,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00116,VM Migration,VM migration to new region,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00117,Load Balancer,Load balancer configuration,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00118,API Gateway,API gateway update,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00119,Firewall,Firewall rule update,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00120,Hypervisor,Hypervisor patching,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00121,CRM,CRM integration update,Application,Resolved,P4,Application Support Team
TKT-2024-00122,Email,Email integration update,Application,Resolved,P4,Application Support Team
TKT-2024-00123,Search,Search engine optimization,Application,Resolved,P4,Application Support Team
TKT-2024-00124,Webhook,Webhook configuration update,Application,Resolved,P4,Application Support Team
TKT-2024-00125,Load Balancer,Load balancer health check,Application,Resolved,P4,Application Support Team
TKT-2024-00126,Session,Session management update,Application,Resolved,P4,Application Support Team
TKT-2024-00127,Notification,Notification service update,Application,Resolved,P4,Application Support Team
TKT-2024-00128,Reporting,Reporting engine update,Application,Resolved,P4,Application Support Team
TKT-2024-00129,Authentication,Authentication provider update,Application,Resolved,P4,Application Support Team
TKT-2024-00130,Deployment,Deployment pipeline update,Application,Resolved,P4,Application Support Team
TKT-2024-00131,Phishing,Phishing campaign test,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00132,MFA,New MFA provider integration,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00133,Alert,Security alert configuration,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00134,Firewall,Firewall rule update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00135,Endpoint,Endpoint protection update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00136,Identity,Identity provider update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00137,Network,Network security update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00138,Access,Access control update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00139,Database,Database security audit,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00140,Application,Application security scan,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00141,Network,Network route optimization,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00142,VPN,VPN connection issue,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00143,BGP,BGP route update,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00144,Latency,Latency optimization,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00145,Firewall,Firewall rule review,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00146,Switch,Switch configuration update,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00147,Cable,Cable replacement request,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00148,WiFi,WiFi signal optimization,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00149,Monitor,Monitoring system update,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00150,Security,Security policy update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00151,Identity,Identity provider sync,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00152,Password,Password policy update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00153,Group,Group membership update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00154,Role,Role assignment update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00155,Device,Device onboarding update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00156,License,License compliance check,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00157,SSO,SSO integration update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00158,Token,Token refresh update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00159,Access,Access control update,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00160,Security,Security audit update,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00161,Database,Database security update,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00162,Backup,Backup verification update,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00163,Performance,Performance tuning update,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00164,Schema,Schema update request,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00165,Index,Index optimization request,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00166,Connection,Connection pool update,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00167,Replication,Replication status check,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00168,Transaction,Transaction log review,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00169,Archive,Archive policy update,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00170,Application,Application update request,Application,Resolved,P4,Application Support Team
TKT-2024-00171,Infrastructure,Infrastructure update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00172,Security,Security update request,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00173,Network,Network update request,Network,Resolved,P4,Network Operations Center (NOC)
TKT-2024-00174,Access,Access update request,Access Management,Resolved,P4,Identity & Access Management (IAM)
TKT-2024-00175,Database,Database update request,Database,Resolved,P4,Database Administration (DBA)
TKT-2024-00176,VM,VM update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00177,Storage,Storage update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00178,Switch,Switch update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00179,Router,Router update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00180,Cable,Cable update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00181,Log,Log update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00182,Firewall,Firewall update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00183,Backup,Backup update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00184,Load Balancer,Load Balancer update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00185,Image,Image update request,Infrastructure,Resolved,P4,Cloud Platform Engineering
TKT-2024-00186,API,API update request,Application,Resolved,P4,Application Support Team
TKT-2024-00187,CRM,CRM update request,Application,Resolved,P4,Application Support Team
TKT-2024-00188,Payment,Payment update request,Application,Resolved,P4,Application Support Team
TKT-2024-00189,Email,Email update request,Application,Resolved,P4,Application Support Team
TKT-2024-00190,Search,Search update request,Application,Resolved,P4,Application Support Team
TKT-2024-00191,Webhook,Webhook update request,Application,Resolved,P4,Application Support Team
TKT-2024-00192,Session,Session update request,Application,Resolved,P4,Application Support Team
TKT-2024-00193,Notification,Notification update request,Application,Resolved,P4,Application Support Team
TKT-2024-00194,Reporting,Reporting update request,Application,Resolved,P4,Application Support Team
TKT-2024-00195,Authentication,Authentication update request,Application,Resolved,P4,Application Support Team
TKT-2024-00196,Deployment,Deployment update request,Application,Resolved,P4,Application Support Team
TKT-2024-00197,Phishing,Phishing update request,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00198,MFA,MFA update request,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00199,Alert,Alert update request,Security,Resolved,P4,Security Operations Center (SOC)
TKT-2024-00200,Identity,Identity update request,Access Management,Resolved,P4,Identity & Access Management (IAM)
